id	nombre	salario
11460	ADRIA	2780
11461	PEDRO	1076
11462	MIKEL	2929
11463	IAN	1708
11464	RAUL	1955
11465	RODRIGO	2761
11466	ARNAU	2232
11467	MARCO	1890
11468	JAVIER	2712
11469	ALEIX	1513
11470	JUAN	672
11471	MIKEL	1065
11472	HECTOR	1962
11473	ISMAEL	2426
11474	GUILLEM	1542
11475	UNAI	1955
11476	MIKEL	718
11477	CARLOS	1077
11478	MARC	2989
11479	OSCAR	2731
11480	EDUARDO	1162
11481	ANTONIO	2479
11482	PAU	674
11483	MARTI	1180
11484	ANGEL	1123
11485	LUCAS	684
11486	MARCOS	1188
11487	ALVARO	2212
11488	JORGE	2021
11489	PEDRO	1393
11490	PAU	685
11491	RAUL	1599
11492	OLIVER	1478
11493	ALBERTO	2005
11494	JOSE ANTONIO	1518
11495	OMAR	2286
11496	ALEX	2108
11497	SAUL	1361
11498	LUCAS	1803
11499	ALVARO	2796
11500	GUILLERMO	1253
11501	ASIER	973
11502	EDUARDO	2113
11503	JORDI	2347
11504	JAIME	945
11505	ERIK	2785
11506	ISAAC	2031
11507	MARIO	2293
11508	MARIO	1057
11509	MARTIN	1092
11510	YERAY	2089
11511	ENRIQUE	2887
11512	ISMAEL	2217
11513	MANUEL	1005
11514	SERGIO	2420
11515	MIGUEL ANGEL	1749
11516	JESUS	1918
11517	NICOLAS	1819
11518	CARLOS	2160
11519	GAEL	1007
11520	SAMUEL	1845
11521	GAEL	757
11522	MATEO	1841
11523	OSCAR	2624
11524	FRANCISCO JAVIER	1781
11525	AARON	890
11526	PEDRO	2956
11527	MIGUEL	2422
11528	NIL	2141
11529	JESUS	837
11530	ISMAEL	1299
11531	ISAAC	2327
11532	JAIME	1863
11533	JOSE MANUEL	1966
11534	ADRIAN	2532
11535	ALBERTO	950
11536	JAN	2389
11537	SERGIO	759
11538	GAEL	1791
11539	IGNACIO	690
11540	GUILLEM	2715
11541	LUIS	826
11542	MARCO	1952
11543	OMAR	2829
11544	MARCOS	1646
11545	YAGO	1691
11546	MIGUEL ANGEL	2688
11547	NICOLAS	2696
11548	MOHAMED	2443
11549	MARIO	1977
11550	CRISTIAN	1125
11551	DIEGO	1244
11552	MATEO	1765
11553	PABLO	2581
11554	MIGUEL	2133
11555	AARON	1536
11556	ADAM	2379
11557	ALONSO	1310
11558	JOEL	1024
11559	UNAI	2980
11560	YAGO	1686
11561	ASIER	1522
11562	ENRIQUE	1046
11563	GABRIEL	2316
11564	JOEL	2116
11565	ALEX	2255
11566	RAYAN	2263
11567	LUIS	1241
11568	ALONSO	1546
11569	MARC	1328
11570	JOSE	1210
11571	JOSE ANTONIO	872
11572	JOSE	2536
11573	MANUEL	743
11574	YERAY	2710
11575	YERAY	2309
11576	YAGO	1780
11577	ASIER	1825
11578	ALEJANDRO	2346
11579	IZAN	2302
11580	ERIK	2344
11581	JAVIER	1395
11582	JOSE ANTONIO	1337
11583	JORDI	644
11584	DANIEL	610
11585	OLIVER	2073
11586	ANTONIO	2914
11587	RAYAN	1561
11588	RAYAN	1907
11589	GUILLEM	1387
11590	ISMAEL	2492
11591	JAIME	1802
11592	IAN	2140
11593	PABLO	1362
11594	PEDRO	1554
11595	ANTONIO	2208
11596	CARLOS	891
11597	ERIC	2910
11598	ISAAC	2235
11599	HECTOR	2628
11600	ALEJANDRO	2112
11601	FRANCISCO JAVIER	1626
11602	MATEO	891
11603	BIEL	1629
11604	ANTONIO	2988
11605	JAVIER	2935
11606	JOSE	2225
11607	CESAR	681
11608	PAU	1310
11609	GAEL	2491
11610	MIGUEL ANGEL	2508
11611	SAUL	2067
11612	ALEX	936
11613	MIGUEL	2975
11614	MIGUEL	2088
11615	IAN	667
11616	MARTI	1262
11617	ALVARO	1530
11618	IKER	2689
11619	LEO	949
11620	ISAAC	1122
11621	NICOLAS	1983
11622	RAYAN	2019
11623	CRISTIAN	1329
11624	HUGO	1054
11625	YERAY	771
11626	ARNAU	1640
11627	JAIME	1262
11628	VICTOR	2681
11629	ANTONIO	2502
11630	ANDRES	2890
11631	CARLOS	2917
11632	RAUL	1718
11633	ALEJANDRO	1066
11634	ISMAEL	1946
11635	JORDI	2757
11636	ISMAEL	959
11637	ALEIX	2216
11638	FRANCISCO JAVIER	1314
11639	OMAR	2477
11640	NIL	2352
11641	MARC	839
11642	RAYAN	727
11643	GUILLERMO	1660
11644	DANIEL	1411
11645	UNAI	2940
11646	PABLO	2449
11647	JOSE MANUEL	2433
11648	PEDRO	1719
11649	ALEX	1744
11650	JORGE	2765
11651	FRANCISCO JAVIER	1485
11652	SAMUEL	820
11653	SANTIAGO	790
11654	OMAR	1709
11655	JOSE	2188
11656	MARIO	644
11657	ANDER	2114
11658	JAIME	2345
11659	GABRIEL	756
11660	DAVID	909
11661	ADRIAN	1041
11662	JESUS	1846
11663	ADAM	870
11664	JOSE MANUEL	2072
11665	PEDRO	1985
11666	RAYAN	791
11667	IKER	928
11668	MARIO	2537
11669	OMAR	2811
11670	IVAN	1731
11671	JORDI	1537
11672	JOSE	2820
11673	NIL	2798
11674	ALEX	1124
11675	YAGO	1770
11676	ANDRES	1006
11677	PABLO	1972
11678	ERIK	1677
11679	DAVID	1183
11680	HUGO	2440
11681	ASIER	2185
11682	ARNAU	884
11683	PEDRO	2354
11684	ISAAC	829
11685	IZAN	1163
11686	ANGEL	2622
11687	MIGUEL	1418
11688	JOSE MANUEL	2160
11689	ERIC	1313
11690	PABLO	2543
11691	POL	753
11692	OMAR	1355
11693	SANTIAGO	915
11694	GUILLEM	1685
11695	OSCAR	639
11696	MARCOS	1486
11697	MOHAMED	2367
11698	YAGO	1375
11699	JOSE	875
11700	MATEO	2497
11701	ALBERTO	1948
11702	ROBERTO	2678
11703	IGNACIO	2779
11704	DARIO	1765
11705	ANTONIO	963
11706	JAIME	2576
11707	RUBEN	2589
11708	MARTIN	1998
11709	IVAN	2027
11710	AARON	2635
11711	JOAN	840
11712	RUBEN	1209
11713	ROBERTO	2340
11714	MANUEL	1772
11715	ERIK	657
11716	YERAY	1240
11717	MARTI	1942
11718	MIKEL	2940
11719	RAYAN	789
11720	OLIVER	1534
11721	OMAR	1752
11722	JOAN	2683
11723	ARNAU	1139
11724	PABLO	663
11725	FERNANDO	1769
11726	ANTONIO	1298
11727	MIKEL	2468
11728	AARON	2448
11729	MARCOS	2229
11730	JAIME	1450
11731	NICOLAS	605
11732	GAEL	2833
11733	MIGUEL	1452
11734	PAU	681
11735	JESUS	2532
11736	JORDI	1335
11737	HECTOR	648
11738	JORGE	2401
11739	SAMUEL	2106
11740	PABLO	1160
11741	ANGEL	1332
11742	CESAR	1807
11743	JESUS	1898
11744	GERARD	937
11745	JAN	663
11746	UNAI	1367
11747	POL	1651
11748	HECTOR	2132
11749	SAUL	1386
11750	CESAR	1718
11751	JOAN	992
11752	ALBERTO	937
11753	NICOLAS	2561
11754	IAN	853
11755	MARTI	2874
11756	IVAN	2754
11757	RAUL	1323
11758	ERIK	663
11759	ASIER	936
11760	DARIO	2701
11761	JOSE ANTONIO	630
11762	ISAAC	1503
11763	GABRIEL	1620
11764	ANTONIO	1612
11765	ORIOL	2278
11766	ERIC	685
11767	RAFAEL	812
11768	ALONSO	2764
11769	JESUS	1676
11770	MIKEL	2945
11771	GABRIEL	939
11772	MARTIN	2593
11773	UNAI	1416
11774	RAUL	819
11775	DANIEL	1497
11776	MIKEL	1282
11777	ENRIQUE	2849
11778	IKER	1419
11779	ADRIA	2340
11780	CARLOS	976
11781	ENRIQUE	1002
11782	MIGUEL ANGEL	1860
11783	JAVIER	725
11784	ISAAC	1043
11785	NICOLAS	1753
11786	IAN	622
11787	SANTIAGO	1381
11788	ANDRES	1058
11789	SERGIO	2860
11790	ADAM	783
11791	IVAN	2668
11792	PAU	1474
11793	GERARD	2352
11794	LEO	1008
11795	IZAN	2960
11796	CESAR	1460
11797	JOSE	2774
11798	MANUEL	1874
11799	YERAY	2771
11800	JOSE MANUEL	1864
11801	FRANCISCO JAVIER	1217
11802	VICTOR	1946
11803	JUAN	2126
11804	GUILLERMO	2552
11805	OMAR	2958
11806	ANDER	2842
11807	YAGO	1234
11808	ALEJANDRO	1864
11809	JON	2548
11810	JOSE	1939
11811	ALEX	2060
11812	MIGUEL	2063
11813	RAUL	1232
11814	EDUARDO	1221
11815	GUILLEM	1876
11816	MATEO	938
11817	BIEL	1571
11818	DAVID	1327
11819	JOSE ANTONIO	2330
11820	CRISTIAN	2951
11821	UNAI	2979
11822	IVAN	1827
11823	RAUL	2694
11824	ALVARO	1222
11825	ERIK	1861
11826	IZAN	1912
11827	CESAR	1648
11828	GONZALO	2481
11829	ERIK	2378
11830	ALEX	1435
11831	SAUL	2896
11832	IZAN	2851
11833	LUCAS	1250
11834	IVAN	708
11835	RAFAEL	1449
11836	JOAN	1991
11837	IVAN	1438
11838	ALONSO	2400
11839	ANGEL	831
11840	MARTIN	622
11841	GUILLERMO	1092
11842	RODRIGO	1086
11843	ISAAC	2381
11844	JAN	1041
11845	ADRIAN	2731
11846	JAIME	2301
11847	OLIVER	2288
11848	MIGUEL ANGEL	2406
11849	DIEGO	2955
11850	ANTONIO	2200
11851	DARIO	1400
11852	IVAN	2677
11853	AARON	1696
11854	MANUEL	1582
11855	RAFAEL	1288
11856	DARIO	1204
11857	JOEL	1717
11858	HECTOR	1525
11859	HUGO	1852
11860	RAUL	2173
11861	FERNANDO	1703
11862	CARLOS	2306
11863	AITOR	2303
11864	CARLOS	1167
11865	JESUS	2559
11866	GONZALO	1365
11867	AITOR	2241
11868	DIEGO	1374
11869	SAUL	2832
11870	FRANCISCO JAVIER	1291
11871	ARNAU	1321
11872	LEO	844
11873	RAFAEL	1272
11874	BRUNO	2776
11875	IVAN	1305
11876	PABLO	2465
11877	NIL	1564
11878	DANIEL	1043
11879	JAN	2292
11880	MARIO	2710
11881	NICOLAS	863
11882	FRANCISCO JAVIER	1333
11883	JOSE MANUEL	1164
11884	ERIC	2054
11885	GUILLERMO	2546
11886	JOEL	1482
11887	MIGUEL ANGEL	973
11888	ALEJANDRO	1111
11889	LUCAS	776
11890	JOSE MANUEL	2883
11891	ERIC	1039
11892	ALVARO	1545
11893	SANTIAGO	2774
11894	LEO	1041
11895	DIEGO	1506
11896	ALEIX	2459
11897	JUAN	740
11898	JOSE MANUEL	1454
11899	ARNAU	731
11900	JAVIER	1039
11901	BRUNO	1343
11902	MARTI	2797
11903	ADRIA	2411
11904	NIL	840
11905	HUGO	2125
11906	JAIME	757
11907	SAMUEL	1040
11908	GAEL	1551
11909	OMAR	2015
11910	IKER	2025
11911	MOHAMED	2732
11912	FRANCISCO	1076
11913	MATEO	2527
11914	CRISTIAN	940
11915	POL	2920
11916	PEDRO	2256
11917	OSCAR	1084
11918	HECTOR	1234
11919	JAN	2638
11920	JAIME	2791
11921	GAEL	793
11922	ALONSO	1700
11923	CESAR	2958
11924	LUIS	842
11925	EDUARDO	1569
11926	ORIOL	1123
11927	JOSE MANUEL	2403
11928	SAUL	2356
11929	MARIO	1147
11930	GUILLEM	2359
11931	IAN	2255
11932	JAVIER	1412
11933	ORIOL	2008
11934	JAVIER	1907
11935	DANIEL	1361
11936	CRISTIAN	1148
11937	SAMUEL	2681
11938	DAVID	1253
11939	DANIEL	1329
11940	CARLOS	1184
11941	LUIS	2172
11942	MATEO	1913
11943	JON	1759
11944	POL	1427
11945	GUILLEM	1570
11946	SAUL	2792
11947	JOSE MANUEL	1703
11948	MIGUEL ANGEL	2371
11949	EDUARDO	1527
11950	GABRIEL	1548
11951	ALONSO	1857
11952	ORIOL	686
11953	JOEL	880
11954	JOEL	2848
11955	YAGO	1305
11956	SERGIO	2336
11957	PABLO	720
11958	MOHAMED	2451
11959	OMAR	943
11960	ADRIA	2276
11961	MOHAMED	2497
11962	ALVARO	1674
11963	JON	2503
11964	GERARD	1941
11965	ADRIAN	1967
11966	EDUARDO	647
11967	ARNAU	2637
11968	BIEL	790
11969	JOAN	2846
11970	ANDRES	2319
11971	JORGE	1446
11972	MARC	2319
11973	GABRIEL	2783
11974	ANDRES	1324
11975	JOSE	1079
11976	JAN	1300
11977	IZAN	2173
11978	LUIS	671
11979	ALONSO	2741
11980	HECTOR	2522
11981	IZAN	1123
11982	ENRIQUE	718
11983	GUILLEM	1754
11984	JOSE MANUEL	1073
11985	JORGE	2884
11986	PABLO	1252
11987	MIKEL	2190
11988	LUCAS	1271
11989	RODRIGO	2564
11990	ORIOL	2826
11991	IGNACIO	2055
11992	SAUL	2064
11993	ALEIX	2694
11994	ISMAEL	2744
11995	JOSE	1183
11996	GAEL	734
11997	JUAN	1979
11998	HECTOR	2174
11999	CESAR	967
12000	JAVIER	1672
12001	ALEIX	2885
12002	IVAN	1120
12003	CESAR	1002
12004	MIGUEL	1162
12005	NICOLAS	921
12006	GAEL	1676
12007	CARLOS	982
12008	ANGEL	2468
12009	MIGUEL	1064
12010	IKER	1800
12011	CRISTIAN	2773
12012	MIKEL	1116
12013	SAUL	1409
12014	JON	1838
12015	CRISTIAN	1152
12016	ERIC	1561
12017	MOHAMED	1977
12018	HUGO	2360
12019	GUILLERMO	2386
12020	UNAI	809
12021	DIEGO	1271
12022	ARNAU	2330
12023	MARTIN	2090
12024	DAVID	2336
12025	MARIO	2659
12026	IKER	1469
12027	OSCAR	2173
12028	IVAN	2578
12029	IAN	1801
12030	ARNAU	1686
12031	BIEL	1031
12032	SAUL	2445
12033	ALEX	2983
12034	JOSE	2285
12035	AITOR	2999
12036	JUAN	2293
12037	AITOR	2214
12038	PAU	1888
12039	SANTIAGO	1666
12040	SERGIO	1422
12041	MOHAMED	2002
12042	ANGEL	1892
12043	MARTIN	2694
12044	SAUL	2482
12045	MARC	2794
12046	LUIS	1086
12047	ISMAEL	1388
12048	JOEL	2952
12049	RUBEN	2954
12050	ISAAC	1474
12051	IGNACIO	2828
12052	DARIO	2418
12053	NIL	2599
12054	GONZALO	2001
12055	GUILLERMO	2450
12056	JAIME	1839
12057	MIGUEL ANGEL	2660
12058	HECTOR	2981
12059	CESAR	2632
12060	PAU	2202
12061	FRANCISCO JAVIER	2704
12062	SERGIO	1833
12063	RAFAEL	1698
12064	MATEO	2390
12065	AARON	896
12066	MANUEL	2282
12067	ALEJANDRO	1526
12068	ALBERTO	1772
12069	GAEL	1900
12070	ALVARO	1111
12071	OMAR	2037
12072	DAVID	2572
12073	PABLO	2768
12074	FRANCISCO JAVIER	2067
12075	DANIEL	2181
12076	ALVARO	1646
12077	ADRIAN	2258
12078	JAN	1579
12079	CARLOS	2779
12080	ALONSO	2560
12081	MOHAMED	2918
12082	DAVID	1862
12083	IAN	1474
12084	GONZALO	2157
12085	FERNANDO	2527
12086	JORGE	1115
12087	MIGUEL ANGEL	2775
12088	GUILLERMO	853
12089	SAUL	2630
12090	SAUL	1840
12091	DANIEL	1998
12092	CRISTIAN	2018
12093	OLIVER	2091
12094	AARON	2464
12095	GABRIEL	1427
12096	ADAM	2312
12097	OMAR	2352
12098	CARLOS	2967
12099	FERNANDO	1999
12100	ANDRES	718
12101	NICOLAS	1299
12102	ADRIAN	1988
12103	MOHAMED	1769
12104	NIL	2057
12105	ARNAU	980
12106	ALEIX	720
12107	ORIOL	2533
12108	EDUARDO	1671
12109	ADRIAN	1238
12110	UNAI	2502
12111	ADRIAN	931
12112	ALEX	617
12113	JOEL	2550
12114	MIGUEL ANGEL	2309
12115	ADAM	772
12116	PAU	2631
12117	RAFAEL	2105
12118	ANDRES	1970
12119	ALVARO	2767
12120	MIKEL	860
12121	BIEL	1591
12122	PEDRO	1229
12123	MIGUEL	2840
12124	AARON	1404
12125	GUILLERMO	1267
12126	IAN	1782
12127	SERGIO	2107
12128	LUIS	1169
12129	JAIME	2679
12130	MOHAMED	954
12131	ANGEL	2146
12132	ALEX	2133
12133	MARTIN	841
12134	SAUL	1190
12135	RUBEN	748
12136	MARTIN	2816
12137	JOEL	1192
12138	AITOR	2159
12139	ANGEL	1512
12140	MIKEL	745
12141	POL	2132
12142	YAGO	2713
12143	RAUL	2191
12144	MARCO	1406
12145	ISMAEL	2905
12146	MARCO	956
12147	GABRIEL	2419
12148	ANDRES	1401
12149	ASIER	2347
12150	DAVID	1768
12151	ANDRES	1042
12152	IAN	2323
12153	IAN	2671
12154	IZAN	916
12155	IZAN	2540
12156	DIEGO	1809
12157	JAN	2057
12158	ADRIAN	1755
12159	ALONSO	2248
12160	OSCAR	1752
12161	MOHAMED	2247
12162	IVAN	1706
12163	ERIK	961
12164	SERGIO	2447
12165	JON	1493
12166	MARTIN	2345
12167	JOSE MANUEL	644
12168	MIKEL	2477
12169	FERNANDO	2404
12170	IAN	1804
12171	ORIOL	793
12172	ADRIA	2448
12173	MARCOS	2935
12174	JOSE ANTONIO	2928
12175	ADAM	2092
12176	MIGUEL ANGEL	1553
12177	PAU	2003
12178	ENRIQUE	1191
12179	IAN	1745
12180	SERGIO	2384
12181	MIKEL	2158
12182	ISMAEL	731
12183	IVAN	809
12184	DIEGO	2912
12185	HUGO	2105
12186	MARCOS	2712
12187	RAYAN	2155
12188	MOHAMED	1639
12189	EDUARDO	798
12190	JOEL	1322
12191	CESAR	875
12192	MARTIN	2452
12193	GAEL	1438
12194	JAVIER	2781
12195	JAVIER	2593
12196	LUCAS	1531
12197	NICOLAS	2324
12198	JOSE ANTONIO	1698
12199	ADRIAN	1943
12200	YERAY	1665
12201	DAVID	1484
12202	ALEX	893
12203	GUILLERMO	2188
12204	MOHAMED	2376
12205	ALEJANDRO	1658
12206	CRISTIAN	1975
12207	IGNACIO	812
12208	JOSE ANTONIO	2573
12209	OLIVER	1791
12210	ANTONIO	1480
12211	FRANCISCO	1843
12212	YERAY	1848
12213	ALBERTO	1461
12214	ANDER	1950
12215	DARIO	1344
12216	GUILLEM	999
12217	DIEGO	1558
12218	FERNANDO	2200
12219	JOAN	928
12220	ANTONIO	1182
12221	IAN	1883
12222	JORDI	1254
12223	GONZALO	2968
12224	JAIME	1683
12225	RAUL	664
12226	ERIC	818
12227	ISAAC	1628
12228	ROBERTO	2134
12229	ALEX	1670
12230	MARCO	1080
12231	JAN	2195
12232	MIGUEL	675
12233	GABRIEL	2340
12234	OMAR	1001
12235	SAMUEL	2035
12236	MARIO	2721
12237	PAU	679
12238	MIGUEL ANGEL	2609
12239	GONZALO	2111
12240	GUILLERMO	1100
12241	PAU	2856
12242	LUCAS	860
12243	IAN	2415
12244	ALVARO	647
12245	VICTOR	1261
12246	SANTIAGO	1519
12247	LEO	1679
12248	ASIER	2658
12249	MIKEL	1155
12250	JOSE MANUEL	1260
12251	DARIO	1966
12252	JOEL	1751
12253	CESAR	1703
12254	PAU	2891
12255	ISAAC	2113
12256	GONZALO	2959
12257	POL	2360
12258	YAGO	1314
12259	AITOR	1363
12260	RAYAN	2179
12261	IZAN	2901
12262	ALEX	1700
12263	JOAN	2310
12264	ERIC	652
12265	YERAY	910
12266	RAYAN	2713
12267	DAVID	624
12268	ALEJANDRO	862
12269	BRUNO	2068
12270	CRISTIAN	2610
12271	MANUEL	1407
12272	IVAN	1251
12273	ISAAC	773
12274	MARCO	705
12275	FERNANDO	922
12276	DANIEL	1969
12277	MARTIN	2343
12278	MARTI	1799
12279	ALEJANDRO	1655
12280	DIEGO	2697
12281	JOSE	2221
12282	ISAAC	2087
12283	DIEGO	1019
12284	RUBEN	2036
12285	RUBEN	2446
12286	EDUARDO	1302
12287	ANDER	1197
12288	FERNANDO	2191
12289	HECTOR	1134
12290	RAYAN	1057
12291	MARCO	960
12292	SANTIAGO	2502
12293	LUIS	2603
12294	OSCAR	2472
12295	ENRIQUE	751
12296	RAYAN	2807
12297	IKER	878
12298	RAUL	2714
12299	JORDI	2834
12300	LUCAS	1634
12301	YERAY	1927
12302	JOAN	1125
12303	MARIO	771
12304	DARIO	2566
12305	PAU	2311
12306	ALVARO	1114
12307	PABLO	1668
12308	LEO	1090
12309	FRANCISCO	2130
12310	FERNANDO	2553
12311	ANGEL	631
12312	LUIS	2255
12313	ENRIQUE	1004
12314	ALBERTO	1211
12315	DIEGO	2538
12316	FERNANDO	2326
12317	AARON	1935
12318	AITOR	2975
12319	ISAAC	1002
12320	LUCAS	1480
12321	FRANCISCO JAVIER	1164
12322	MARC	917
12323	IGNACIO	1004
12324	ISMAEL	912
12325	OMAR	1140
12326	ALEJANDRO	1711
12327	ROBERTO	701
12328	IKER	1385
12329	ALEX	2007
12330	MATEO	2912
12331	JAN	2209
12332	ANTONIO	2521
12333	GAEL	2694
12334	AITOR	2041
12335	ASIER	630
12336	RUBEN	2116
12337	HECTOR	2658
12338	MARCOS	1781
12339	GAEL	1413
12340	MIKEL	2963
12341	ALVARO	1931
12342	CRISTIAN	2014
12343	ASIER	1415
12344	PAU	1851
12345	SAMUEL	1662
12346	DIEGO	1551
12347	BRUNO	1901
12348	EDUARDO	1369
12349	BRUNO	2279
12350	MATEO	2921
12351	JORGE	1651
12352	CESAR	1971
12353	MOHAMED	960
12354	RAYAN	858
12355	SAUL	2738
12356	JOSE MANUEL	1076
12357	EDUARDO	605
12358	DARIO	2391
12359	RAFAEL	2816
12360	GERARD	2737
12361	ORIOL	1741
12362	JORDI	2436
12363	JOSE MANUEL	2845
12364	GERARD	626
12365	JOSE	2145
12366	NIL	2965
12367	DIEGO	638
12368	ISMAEL	2502
12369	GAEL	2415
12370	JOSE MANUEL	1673
12371	ANDER	2345
12372	ISMAEL	826
12373	IZAN	2340
12374	UNAI	1558
12375	JAVIER	2674
12376	JON	1579
12377	IAN	2253
12378	AARON	2636
12379	ISAAC	733
12380	PEDRO	2253
12381	CRISTIAN	2103
12382	GUILLERMO	1822
12383	ALBERTO	2042
12384	ALEX	1851
12385	JOSE ANTONIO	2284
12386	ERIK	2560
12387	JESUS	2228
12388	ERIC	2424
12389	RAYAN	2682
12390	CARLOS	854
12391	MARTIN	1491
12392	JUAN	634
12393	LUCAS	2708
12394	MARIO	2181
12395	ERIC	918
12396	ISAAC	1727
12397	JAVIER	785
12398	ALVARO	2810
12399	OMAR	1938
12400	ANTONIO	2796
12401	OLIVER	813
12402	CRISTIAN	1470
12403	ALEX	2006
12404	HUGO	2685
12405	EDUARDO	2362
12406	ORIOL	2793
12407	DIEGO	1951
12408	SANTIAGO	1433
12409	POL	1206
12410	ANTONIO	1785
12411	JON	2159
12412	UNAI	772
12413	RAUL	2607
12414	MIGUEL	2896
12415	ALBERTO	2468
12416	HUGO	1917
12417	JOEL	1895
12418	ALEX	2193
12419	IKER	2457
12420	RODRIGO	2669
12421	JOSE ANTONIO	2869
12422	LEO	1573
12423	JESUS	1331
12424	ASIER	1080
12425	GAEL	2141
12426	MIGUEL	2693
12427	MIKEL	1426
12428	DIEGO	2135
12429	PABLO	1847
12430	LEO	2380
12431	JESUS	1210
12432	MARTIN	2603
12433	ENRIQUE	2136
12434	ROBERTO	2303
12435	ARNAU	1462
12436	GAEL	1253
12437	AITOR	2795
12438	IZAN	2151
12439	ALEJANDRO	1054
12440	ALEX	1700
12441	JORGE	1695
12442	OSCAR	2963
12443	ERIC	2358
12444	LEO	1602
12445	NIL	1270
12446	ADRIA	2373
12447	ASIER	1971
12448	HECTOR	1900
12449	PEDRO	2343
12450	ISAAC	833
12451	SERGIO	1453
12452	IAN	1950
12453	MIGUEL ANGEL	1066
12454	MARIO	1721
12455	RAUL	2310
12456	OLIVER	1793
12457	JAVIER	2544
12458	PAU	1605
12459	ALONSO	1860
12460	GUILLERMO	2785
12461	MARCO	1062
12462	JORDI	1897
12463	DANIEL	863
12464	MARIO	2540
12465	PEDRO	2325
12466	EDUARDO	2404
12467	RAUL	1916
12468	RAYAN	606
12469	ALBERTO	853
12470	AARON	1384
12471	MARTI	2255
12472	JUAN	817
12473	MARC	2789
12474	GERARD	980
12475	FRANCISCO	2991
12476	JOSE MANUEL	744
12477	JOAN	1293
12478	YAGO	882
12479	MANUEL	2480
12480	AITOR	1306
12481	IGNACIO	1983
12482	GONZALO	1870
12483	GERARD	1774
12484	RODRIGO	2184
12485	FRANCISCO	1045
12486	ANTONIO	2044
12487	SAUL	714
12488	PABLO	1737
12489	VICTOR	2314
12490	LEO	2218
12491	ANTONIO	891
12492	OSCAR	644
12493	OSCAR	803
12494	ALEX	1427
12495	DARIO	2333
12496	LUCAS	1274
12497	SANTIAGO	2732
12498	OSCAR	2576
12499	GAEL	836
12500	SAMUEL	2254
12501	MIGUEL ANGEL	2162
12502	GAEL	2209
12503	JAIME	1460
12504	LUCAS	2887
12505	IVAN	1606
12506	DARIO	1461
12507	ADAM	1499
12508	ROBERTO	2699
12509	ORIOL	2379
12510	JOSE MANUEL	1267
12511	AITOR	696
12512	ISMAEL	2673
12513	MANUEL	2059
12514	ALEIX	1958
12515	ALEIX	2375
12516	DIEGO	2220
12517	LEO	894
12518	DIEGO	2736
12519	MARIO	2244
12520	LUIS	1792
12521	ADRIAN	1971
12522	GABRIEL	1363
12523	ISMAEL	1157
12524	ASIER	1730
12525	SANTIAGO	2888
12526	VICTOR	1081
12527	MOHAMED	1719
12528	IVAN	2686
12529	JORDI	2917
12530	GABRIEL	2586
12531	YERAY	2848
12532	FRANCISCO	1728
12533	JAIME	948
12534	GUILLERMO	1166
12535	MIKEL	2012
12536	FRANCISCO JAVIER	1193
12537	BIEL	971
12538	JAVIER	1866
12539	NICOLAS	1744
12540	SAMUEL	2362
12541	NIL	2243
12542	ADAM	1866
12543	JAN	1943
12544	LEO	1727
12545	IKER	1085
12546	RAUL	2775
12547	MARTIN	2985
12548	MARCO	1475
12549	NICOLAS	2718
12550	JOAN	1271
12551	DARIO	1241
12552	BRUNO	2738
12553	ORIOL	859
12554	ANGEL	742
12555	IVAN	1156
12556	ADRIA	902
12557	BRUNO	1287
12558	MARTI	763
12559	LUIS	1327
12560	ANTONIO	1527
12561	MARCOS	1726
12562	MARCO	651
12563	JAVIER	2321
12564	ALEX	1428
12565	YERAY	2261
12566	AITOR	1381
12567	RODRIGO	1230
12568	MIKEL	1046
12569	YAGO	2850
12570	GAEL	1916
12571	DIEGO	2175
12572	MOHAMED	1324
12573	ROBERTO	2148
12574	ALEJANDRO	748
12575	MATEO	879
12576	MARIO	2601
12577	DANIEL	1508
12578	JOEL	2060
12579	JOAN	1381
12580	ISMAEL	1066
12581	UNAI	801
12582	FRANCISCO JAVIER	1272
12583	ADRIAN	2371
12584	JOSE	2638
12585	ERIC	1948
12586	ANDER	1027
12587	RUBEN	1852
12588	JOSE MANUEL	1208
12589	JORGE	927
12590	SANTIAGO	1780
12591	RAYAN	2284
12592	MARC	1379
12593	HECTOR	2829
12594	MARCOS	2734
12595	MIGUEL ANGEL	2915
12596	BRUNO	2819
12597	PAU	2100
12598	GERARD	2081
12599	ARNAU	1575
12600	JESUS	2145
12601	ALEX	2469
12602	ALBERTO	2125
12603	ALEX	1523
12604	LEO	2612
12605	GONZALO	1159
12606	ANGEL	2764
12607	JOEL	2965
12608	JAIME	972
12609	JOSE ANTONIO	1188
12610	DANIEL	1253
12611	ISAAC	2169
12612	YAGO	1097
12613	LUIS	1908
12614	HUGO	1794
12615	JON	1397
12616	ALBERTO	2924
12617	HECTOR	906
12618	BRUNO	2898
12619	OMAR	620
12620	JAIME	1519
12621	MIGUEL ANGEL	2557
12622	ALVARO	747
12623	VICTOR	981
12624	ARNAU	1524
12625	AITOR	1613
12626	MIGUEL ANGEL	1798
12627	CARLOS	1893
12628	MIGUEL ANGEL	2916
12629	ANTONIO	1711
12630	JOEL	796
12631	RODRIGO	1449
12632	CESAR	2661
12633	NICOLAS	749
12634	RAYAN	2063
12635	CRISTIAN	1029
12636	MARTI	2362
12637	JOSE MANUEL	958
12638	DANIEL	1054
12639	ALVARO	1700
12640	YERAY	2156
12641	JESUS	1475
12642	ASIER	1250
